经度,120.3552,
2021-12-28,01:00:00,1.1181579589843977
2021-12-28,02:00:00,0.8511596679687727
2021-12-28,03:00:00,0.5120483398437727
2021-12-28,04:00:00,0.5165954589843977
2021-12-28,05:00:00,0.7465454101562727
2021-12-28,06:00:00,0.8992248535156477
2021-12-28,07:00:00,1.1337524414062727
2021-12-28,08:00:00,1.5319763183593977
2021-12-28,09:00:00,3.3236938476562727
2021-12-28,10:00:00,3.5984741210937727
2021-12-28,11:00:00,3.7946716308593977
2021-12-28,12:00:00,4.285150146484398
2021-12-28,13:00:00,4.408593750000023
2021-12-28,14:00:00,4.448876953125023
2021-12-28,15:00:00,4.089624023437523
2021-12-28,16:00:00,4.482659912109398
2021-12-28,17:00:00,4.268273925781273
2021-12-28,18:00:00,4.129235839843773
2021-12-28,19:00:00,3.9856811523437727
2021-12-28,20:00:00,3.8362670898437727
2021-12-28,21:00:00,3.4042602539062727
2021-12-28,22:00:00,3.1249023437500227
2021-12-28,23:00:00,2.9118286132812727
2021-12-29,00:00:00,2.4947448730468977
2021-12-29,01:00:00,2.2868591308593977
2021-12-29,02:00:00,2.0549255371093977
2021-12-29,03:00:00,1.6339660644531477
2021-12-29,04:00:00,1.3578735351562727
2021-12-29,05:00:00,1.3546081542968977
2021-12-29,06:00:00,1.1876770019531477
2021-12-29,07:00:00,1.0798278808593977
2021-12-29,08:00:00,0.9914794921875227
2021-12-29,09:00:00,2.1017089843750227
2021-12-29,10:00:00,2.6480651855468977
2021-12-29,11:00:00,3.3730712890625227
2021-12-29,12:00:00,4.361169433593773
2021-12-29,13:00:00,4.623620605468773
2021-12-29,14:00:00,4.519677734375023
2021-12-29,15:00:00,3.6420227050781477
2021-12-29,16:00:00,3.2282043457031477
2021-12-29,17:00:00,1.9133239746093977
2021-12-29,18:00:00,1.3546081542968977
2021-12-29,19:00:00,0.8219238281250227
2021-12-29,20:00:00,0.5471130371093977
2021-12-29,21:00:00,0.07351074218752274
2021-12-29,22:00:00,-0.18762817382810226
2021-12-29,23:00:00,-0.32794799804685226
2021-12-30,00:00:00,-0.6300415039062273
2021-12-30,01:00:00,-0.5546936035156023
2021-12-30,02:00:00,-0.37537231445310226
2021-12-30,03:00:00,-0.39551391601560226
2021-12-30,04:00:00,-0.13629760742185226
2021-12-30,05:00:00,0.6906982421875227
2021-12-30,06:00:00,1.1753173828125227
2021-12-30,07:00:00,1.5040527343750227
2021-12-30,08:00:00,1.9178710937500227
2021-12-30,09:00:00,3.8161254882812727
2021-12-30,10:00:00,4.194207763671898
2021-12-30,11:00:00,4.296197509765648
2021-12-30,12:00:00,4.891931152343773
2021-12-30,13:00:00,4.878289794921898
2021-12-30,14:00:00,4.760705566406273
2021-12-30,15:00:00,4.072076416015648
2021-12-30,16:00:00,3.5880981445312727
2021-12-30,17:00:00,2.8500915527343977
2021-12-30,18:00:00,2.5213867187500227
2021-12-30,19:00:00,2.1926513671875227
2021-12-30,20:00:00,1.9022766113281477
2021-12-30,21:00:00,1.3546081542968977
2021-12-30,22:00:00,1.6632019042968977
2021-12-30,23:00:00,1.3221374511718977
2021-12-31,00:00:00,0.8115173339843977
2021-12-31,01:00:00,0.8251586914062727
2021-12-31,02:00:00,0.7264038085937727
2021-12-31,03:00:00,0.32949218750002274
2021-12-31,04:00:00,0.18331298828127274
2021-12-31,05:00:00,0.5997253417968977
2021-12-31,06:00:00,0.39574584960939774
2021-12-31,07:00:00,0.6679321289062727
2021-12-31,08:00:00,0.8621765136718977
2021-12-31,09:00:00,3.0553833007812727
2021-12-31,10:00:00,3.4347778320312727
2021-12-31,11:00:00,3.7745300292968977
2021-12-31,12:00:00,4.555413818359398
2021-12-31,13:00:00,4.879571533203148
2021-12-31,14:00:00,5.073815917968773
2021-12-31,15:00:00,4.502801513671898
2021-12-31,16:00:00,4.728204345703148
2021-12-31,17:00:00,4.839318847656273
2021-12-31,18:00:00,4.917901611328148
2021-12-31,19:00:00,5.040063476562523
2021-12-31,20:00:00,5.197259521484398
2021-12-31,21:00:00,5.114099121093773
2021-12-31,22:00:00,5.115411376953148
2021-12-31,23:00:00,5.251824951171898
2022-01-01,00:00:00,5.236230468750023
2022-01-01,01:00:00,5.316156005859398
2022-01-01,02:00:00,5.325891113281273
2022-01-01,03:00:00,5.088128662109398
2022-01-01,04:00:00,4.921166992187523
2022-01-01,05:00:00,4.989373779296898
2022-01-01,06:00:00,4.949090576171898
2022-01-01,07:00:00,4.930566406250023
2022-01-01,08:00:00,5.024896240234398
2022-01-01,09:00:00,6.427331542968773
2022-01-01,10:00:00,6.507806396484398
2022-01-01,11:00:00,6.491693115234398
2022-01-01,12:00:00,6.803613281250023
2022-01-01,13:00:00,6.865197753906273
2022-01-01,14:00:00,6.891839599609398
2022-01-01,15:00:00,6.502801513671898
2022-01-01,16:00:00,6.605462646484398
2022-01-01,17:00:00,5.509393310546898
2022-01-01,18:00:00,5.547692871093773
2022-01-01,19:00:00,5.432244873046898
2022-01-01,20:00:00,5.301843261718773
2022-01-01,21:00:00,4.747979736328148
2022-01-01,22:00:00,3.9321533203125227
2022-01-01,23:00:00,2.9581542968750227
2022-01-02,00:00:00,2.3488098144531477
2022-01-02,01:00:00,2.1001831054687727
2022-01-02,02:00:00,1.8670898437500227
2022-01-02,03:00:00,1.5335327148437727
2022-01-02,04:00:00,1.4025817871093977
2022-01-02,05:00:00,1.0501647949218977
2022-01-02,06:00:00,0.7871032714843977
2022-01-02,07:00:00,0.5639892578125227
2022-01-02,08:00:00,0.6017395019531477
2022-01-02,09:00:00,1.5690551757812727
2022-01-02,10:00:00,1.7965942382812727
2022-01-02,11:00:00,2.0491271972656477
2022-01-02,12:00:00,2.6923461914062727
2022-01-02,13:00:00,3.0042358398437727
2022-01-02,14:00:00,3.2894836425781477
2022-01-02,15:00:00,2.9276367187500227
2022-01-02,16:00:00,3.3627563476562727
2022-01-02,17:00:00,2.1423583984375227
2022-01-02,18:00:00,1.8043762207031477
2022-01-02,19:00:00,1.5829406738281477
2022-01-02,20:00:00,1.7172485351562727
2022-01-02,21:00:00,1.4741760253906477
2022-01-02,22:00:00,1.5252319335937727
2022-01-02,23:00:00,1.6550842285156477
2022-01-03,00:00:00,1.8898254394531477
2022-01-03,01:00:00,2.0974060058593977
2022-01-03,02:00:00,2.4570251464843977
2022-01-03,03:00:00,2.6706787109375227
2022-01-03,04:00:00,2.9076782226562727
2022-01-03,05:00:00,3.1490722656250227
2022-01-03,06:00:00,3.0103393554687727
2022-01-03,07:00:00,3.1207824707031477
2022-01-03,08:00:00,3.2878356933593977
2022-01-03,09:00:00,5.020471191406273
2022-01-03,10:00:00,5.406732177734398
2022-01-03,11:00:00,5.719171142578148
2022-01-03,12:00:00,6.352410888671898
2022-01-03,13:00:00,6.616571044921898
2022-01-03,14:00:00,6.880731201171898
2022-01-03,15:00:00,6.361840820312523
2022-01-03,16:00:00,5.985009765625023
2022-01-03,17:00:00,5.294061279296898
2022-01-03,18:00:00,4.621423339843773
2022-01-03,19:00:00,3.7162719726562727
2022-01-03,20:00:00,2.9426208496093977
2022-01-03,21:00:00,1.9952941894531477
2022-01-03,22:00:00,1.8077026367187727
2022-01-03,23:00:00,1.5945983886718977
2022-01-04,00:00:00,1.1006713867187727
2022-01-04,01:00:00,0.9757934570312727
2022-01-04,02:00:00,0.7804504394531477
2022-01-04,03:00:00,0.6394897460937727
2022-01-04,04:00:00,0.7288146972656477
2022-01-04,05:00:00,1.0507141113281477
2022-01-04,06:00:00,1.2993408203125227
2022-01-04,07:00:00,1.5796142578125227
2022-01-04,08:00:00,2.0202575683593977
2022-01-04,09:00:00,3.4892822265625227
2022-01-04,10:00:00,3.7578979492187727
2022-01-04,11:00:00,3.8145080566406477
2022-01-04,12:00:00,4.088098144531273
2022-01-04,13:00:00,4.083093261718773
2022-01-04,14:00:00,4.086450195312523
2022-01-04,15:00:00,3.8794189453125227
2022-01-04,16:00:00,3.9488159179687727
2022-01-04,17:00:00,3.8872009277343977
2022-01-04,18:00:00,3.7528930664062727
2022-01-04,19:00:00,3.6679931640625227
2022-01-04,20:00:00,3.6802001953125227
2022-01-04,21:00:00,3.4559875488281477
2022-01-04,22:00:00,3.3011413574218977
2022-01-04,23:00:00,3.1307617187500227
2022-01-05,00:00:00,2.9648376464843977
2022-01-05,01:00:00,2.8133178710937727
2022-01-05,02:00:00,2.6851135253906477
2022-01-05,03:00:00,2.5430541992187727
2022-01-05,04:00:00,2.4975524902343977
2022-01-05,05:00:00,2.4215026855468977
2022-01-05,06:00:00,2.4547973632812727
2022-01-05,07:00:00,2.4198547363281477
2022-01-05,08:00:00,2.5508056640625227
2022-01-05,09:00:00,3.1019226074218977
2022-01-05,10:00:00,3.1291137695312727
2022-01-05,11:00:00,3.1879211425781477
2022-01-05,12:00:00,3.3988281250000227
2022-01-05,13:00:00,3.4548583984375227
2022-01-05,14:00:00,3.5075927734375227
2022-01-05,15:00:00,3.4326721191406477
2022-01-05,16:00:00,3.0730529785156477
2022-01-05,17:00:00,2.9070983886718977
2022-01-05,18:00:00,2.6834655761718977
2022-01-05,19:00:00,2.5813537597656477
2022-01-05,20:00:00,2.4947753906250227
2022-01-05,21:00:00,2.0746398925781477
2022-01-05,22:00:00,1.7505432128906477
2022-01-05,23:00:00,1.7089172363281477
2022-01-06,00:00:00,1.5446411132812727
2022-01-06,01:00:00,1.4297729492187727
2022-01-06,02:00:00,1.3465209960937727
2022-01-06,03:00:00,1.1805664062500227
2022-01-06,04:00:00,1.0829101562500227
2022-01-06,05:00:00,0.7698913574218977
2022-01-06,06:00:00,0.6294799804687727
2022-01-06,07:00:00,0.7743469238281477
2022-01-06,08:00:00,0.9608093261718977
2022-01-06,09:00:00,2.5125366210937727
2022-01-06,10:00:00,2.9981323242187727
2022-01-06,11:00:00,3.4770751953125227
2022-01-06,12:00:00,4.195214843750023
2022-01-06,13:00:00,4.566491699218773
2022-01-06,14:00:00,4.890588378906273
2022-01-06,15:00:00,4.728540039062523
2022-01-06,16:00:00,4.631433105468773
2022-01-06,17:00:00,3.7301269531250227
2022-01-06,18:00:00,3.5359130859375227
2022-01-06,19:00:00,3.4248901367187727
2022-01-06,20:00:00,3.1291137695312727
2022-01-06,21:00:00,2.2661071777343977
2022-01-06,22:00:00,1.8249145507812727
2022-01-06,23:00:00,1.5307556152343977
2022-01-07,00:00:00,1.3737121582031477
2022-01-07,01:00:00,1.4847045898437727
2022-01-07,02:00:00,1.3104492187500227
2022-01-07,03:00:00,0.8958679199218977
2022-01-07,04:00:00,0.7465759277343977
2022-01-07,05:00:00,0.11779174804689774
2022-01-07,06:00:00,0.16054687500002274
2022-01-07,07:00:00,0.41805419921877274
2022-01-07,08:00:00,0.49685058593752274
2022-01-07,09:00:00,1.9564453125000227
2022-01-07,10:00:00,2.3815551757812727
2022-01-07,11:00:00,2.9110046386718977
2022-01-07,12:00:00,3.8594604492187727
2022-01-07,13:00:00,4.278466796875023
2022-01-07,14:00:00,4.615899658203148
2022-01-07,15:00:00,4.432733154296898
2022-01-07,16:00:00,3.8383728027343977
2022-01-07,17:00:00,3.3494201660156477
2022-01-07,18:00:00,3.5680786132812727
2022-01-07,19:00:00,3.6701904296875227
2022-01-07,20:00:00,3.8650146484375227
2022-01-07,21:00:00,3.5453430175781477
2022-01-07,22:00:00,3.6169372558593977
2022-01-07,23:00:00,3.2972656250000227
2022-01-08,00:00:00,3.2822814941406477
2022-01-08,01:00:00,3.1440979003906477
2022-01-08,02:00:00,2.9587341308593977
2022-01-08,03:00:00,2.7878051757812727
2022-01-08,04:00:00,2.4503723144531477
2022-01-08,05:00:00,2.2050720214843977
2022-01-08,06:00:00,2.3299499511718977
2022-01-08,07:00:00,2.2899719238281477
2022-01-08,08:00:00,2.4886718750000227
2022-01-08,09:00:00,3.9199462890625227
2022-01-08,10:00:00,4.626428222656273
2022-01-08,11:00:00,5.198602294921898
2022-01-08,12:00:00,6.223107910156273
2022-01-08,13:00:00,6.766412353515648
2022-01-08,14:00:00,7.163232421875023
2022-01-08,15:00:00,6.816918945312523
2022-01-08,16:00:00,7.309747314453148
2022-01-08,17:00:00,6.273614501953148
2022-01-08,18:00:00,5.203057861328148
2022-01-08,19:00:00,4.877282714843773
2022-01-08,20:00:00,4.145806884765648
2022-01-08,21:00:00,3.1329895019531477
2022-01-08,22:00:00,2.5580383300781477
2022-01-08,23:00:00,2.4492431640625227
2022-01-09,00:00:00,2.2289367675781477
2022-01-09,01:00:00,2.0874267578125227
2022-01-09,02:00:00,1.9536682128906477
2022-01-09,03:00:00,1.4552856445312727
2022-01-09,04:00:00,1.3354125976562727
2022-01-09,05:00:00,1.5191284179687727
2022-01-09,06:00:00,1.3265319824218977
2022-01-09,07:00:00,1.3082214355468977
2022-01-09,08:00:00,1.3143249511718977
2022-01-09,09:00:00,2.4892211914062727
2022-01-09,10:00:00,2.7844482421875227
2022-01-09,11:00:00,3.0397583007812727
2022-01-09,12:00:00,3.8106018066406477
2022-01-09,13:00:00,4.149163818359398
2022-01-09,14:00:00,4.406091308593773
2022-01-09,15:00:00,4.106958007812523
2022-01-09,16:00:00,3.9349304199218977
2022-01-09,17:00:00,3.4570861816406477
2022-01-09,18:00:00,3.2572875976562727
2022-01-09,19:00:00,3.2750488281250227
2022-01-09,20:00:00,3.2950378417968977
2022-01-09,21:00:00,3.1568542480468977
2022-01-09,22:00:00,3.3011413574218977
2022-01-09,23:00:00,3.4848571777343977
2022-01-10,00:00:00,3.4221435546875227
2022-01-10,01:00:00,3.4454284667968977
2022-01-10,02:00:00,3.4909606933593977
2022-01-10,03:00:00,3.5447937011718977
2022-01-10,04:00:00,3.5070434570312727
2022-01-10,05:00:00,3.6396728515625227
2022-01-10,06:00:00,3.6324707031250227
2022-01-10,07:00:00,3.4909606933593977
2022-01-10,08:00:00,3.5719848632812727
2022-01-10,09:00:00,3.8439270019531477
2022-01-10,10:00:00,3.4282470703125227
2022-01-10,11:00:00,2.7744689941406477
2022-01-10,12:00:00,2.2555786132812727
2022-01-10,13:00:00,1.8265625000000227
2022-01-10,14:00:00,1.8304687500000227
2022-01-10,15:00:00,2.0774169921875227
2022-01-10,16:00:00,2.4786621093750227
2022-01-10,17:00:00,2.1179443359375227
2022-01-10,18:00:00,1.7694030761718977
2022-01-10,19:00:00,1.3287597656250227
2022-01-10,20:00:00,0.7948852539062727
2022-01-10,21:00:00,-0.06256713867185226
2022-01-10,22:00:00,-0.6802429199218523
2022-01-10,23:00:00,-1.2269042968749773
2022-01-11,00:00:00,-1.8556884765624773
2022-01-11,01:00:00,-1.9633544921874773
2022-01-11,02:00:00,-2.1037658691406023
2022-01-11,03:00:00,-2.3562988281249773
2022-01-11,04:00:00,-2.3518432617187273
2022-01-11,05:00:00,-2.4678405761718523
2022-01-11,06:00:00,-2.4428771972656023
2022-01-11,07:00:00,-2.4955810546874773
2022-01-11,08:00:00,-2.3413146972656023
2022-01-11,09:00:00,-1.1875061035156023
2022-01-11,10:00:00,-0.8201049804687273
2022-01-11,11:00:00,-0.34616699218747726
2022-01-11,12:00:00,0.6877685546875227
2022-01-11,13:00:00,1.1789184570312727
2022-01-11,14:00:00,1.5618530273437727
2022-01-11,15:00:00,1.5818420410156477
2022-01-11,16:00:00,1.1234069824218977
2022-01-11,17:00:00,0.31203613281252274
2022-01-11,18:00:00,0.15444335937502274
2022-01-11,19:00:00,-0.004309082031227263
2022-01-11,20:00:00,-0.18466796874997726
2022-01-11,21:00:00,-0.6530517578124773
2022-01-11,22:00:00,-0.7335266113281023
2022-01-11,23:00:00,-0.8017944335937273
2022-01-12,00:00:00,-0.8967041015624773
2022-01-12,01:00:00,-0.7934631347656023
2022-01-12,02:00:00,-0.5664733886718523
2022-01-12,03:00:00,-0.40442504882810226
2022-01-12,04:00:00,-0.16913452148435226
2022-01-12,05:00:00,0.45522460937502274
2022-01-12,06:00:00,1.1744628906250227
2022-01-12,07:00:00,1.2599426269531477
2022-01-12,08:00:00,1.8831726074218977
2022-01-12,09:00:00,3.1812683105468977
2022-01-12,10:00:00,3.1934753417968977
2022-01-12,11:00:00,3.1740661621093977
2022-01-12,12:00:00,3.4631896972656477
2022-01-12,13:00:00,3.6962829589843977
2022-01-12,14:00:00,3.8722167968750227
2022-01-12,15:00:00,3.6624389648437727
2022-01-12,16:00:00,3.5264526367187727
2022-01-12,17:00:00,2.5330444335937727
2022-01-12,18:00:00,2.2794433593750227
2022-01-12,19:00:00,1.9714294433593977
2022-01-12,20:00:00,1.5107971191406477
2022-01-12,21:00:00,0.8958679199218977
2022-01-12,22:00:00,0.5745483398437727
2022-01-12,23:00:00,0.17885742187502274
2022-01-13,00:00:00,-0.30399169921872726
2022-01-13,01:00:00,-0.5120910644531023
2022-01-13,02:00:00,-0.6897033691406023
2022-01-13,03:00:00,-1.3179382324218523
2022-01-13,04:00:00,-1.6375793457031023
2022-01-13,05:00:00,-1.6037353515624773
2022-01-13,06:00:00,-1.7696899414062273
2022-01-13,07:00:00,-1.8251708984374773
2022-01-13,08:00:00,-1.7058471679687273
2022-01-13,09:00:00,-0.7707275390624773
2022-01-13,10:00:00,-0.39444580078122726
2022-01-13,11:00:00,-0.04981079101560226
2022-01-13,12:00:00,0.5778747558593977
2022-01-13,13:00:00,0.9214111328125227
2022-01-13,14:00:00,1.1256347656250227
2022-01-13,15:00:00,0.9169555664062727
2022-01-13,16:00:00,0.6583496093750227
2022-01-13,17:00:00,-0.6120056152343523
2022-01-13,18:00:00,-0.8600830078124773
2022-01-13,19:00:00,-0.8373168945312273
2022-01-13,20:00:00,-0.6425231933593523
2022-01-13,21:00:00,-0.7590698242187273
2022-01-13,22:00:00,-1.0992797851562273
2022-01-13,23:00:00,-1.1281188964843523
2022-01-14,00:00:00,-1.2774108886718523
2022-01-14,01:00:00,-1.1775268554687273
2022-01-14,02:00:00,-0.9494079589843523
2022-01-14,03:00:00,-0.9011291503906023
2022-01-14,04:00:00,-0.6697143554687273
2022-01-14,05:00:00,-0.47324218749997726
2022-01-14,06:00:00,-0.21295776367185226
2022-01-14,07:00:00,0.5639892578125227
2022-01-14,08:00:00,1.2033325195312727
2022-01-14,09:00:00,2.8355346679687727
2022-01-14,10:00:00,3.0403076171875227
2022-01-14,11:00:00,3.1596313476562727
2022-01-14,12:00:00,3.5558715820312727
2022-01-14,13:00:00,3.5958496093750227
2022-01-14,14:00:00,3.5075927734375227
2022-01-14,15:00:00,3.2484375000000227
2022-01-14,16:00:00,3.2656188964843977
2022-01-14,17:00:00,3.1363159179687727
2022-01-14,18:00:00,3.2450805664062727
2022-01-14,19:00:00,3.4881835937500227
2022-01-14,20:00:00,3.4826293945312727
2022-01-14,21:00:00,3.1435180664062727
2022-01-14,22:00:00,3.0270019531250227
2022-01-14,23:00:00,2.9093261718750227
2022-01-15,00:00:00,2.6351867675781477
2022-01-15,01:00:00,2.5086303710937727
2022-01-15,02:00:00,2.3127380371093977
2022-01-15,03:00:00,2.0624328613281477
2022-01-15,04:00:00,2.0563293457031477
2022-01-15,05:00:00,1.9697509765625227
2022-01-15,06:00:00,1.9164672851562727
2022-01-15,07:00:00,1.9397827148437727
2022-01-15,08:00:00,2.1184936523437727
2022-01-15,09:00:00,3.2478576660156477
2022-01-15,10:00:00,3.5591979980468977
2022-01-15,11:00:00,3.9904418945312727
2022-01-15,12:00:00,4.939447021484398
2022-01-15,13:00:00,5.503289794921898
2022-01-15,14:00:00,6.007226562500023
2022-01-15,15:00:00,5.961145019531273
2022-01-15,16:00:00,5.806878662109398
2022-01-15,17:00:00,4.654168701171898
2022-01-15,18:00:00,3.5436645507812727
2022-01-15,19:00:00,2.5219665527343977
2022-01-15,20:00:00,1.9225708007812727
2022-01-15,21:00:00,1.4264465332031477
2022-01-15,22:00:00,1.2571655273437727
2022-01-15,23:00:00,1.0135437011718977
